trimestre,comarques i Aran,concepte,sexe,estat,valor
T3/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,homes,,0.7
T3/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T3/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T3/2020,Moianès,ingressos hospitalaris,homes,,2
T3/2020,Moianès,ingressos hospitalaris,dones,,1
T3/2020,Moianès,ingressos hospitalaris,total,,3
T3/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T3/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T3/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T3/2020,Montsià,ingressos hospitalaris,homes,,15
T3/2020,Montsià,ingressos hospitalaris,dones,,27
T3/2020,Montsià,ingressos hospitalaris,total,,42
T3/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T3/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,dones,,0.8
T3/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,total,,0.6
T3/2020,Noguera,ingressos hospitalaris,homes,,29
T3/2020,Noguera,ingressos hospitalaris,dones,,34
T3/2020,Noguera,ingressos hospitalaris,total,,63
T3/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,homes,,1.5
T3/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,dones,,1.8
T3/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,total,,1.6
T3/2020,Osona,ingressos hospitalaris,homes,,68
T3/2020,Osona,ingressos hospitalaris,dones,,46
T3/2020,Osona,ingressos hospitalaris,total,,114
T3/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,homes,,0.8
T3/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,dones,,0.6
T3/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,total,,0.7
T3/2020,Pallars Jussà,ingressos hospitalaris,homes,,2
T3/2020,Pallars Jussà,ingressos hospitalaris,dones,,1
T3/2020,Pallars Jussà,ingressos hospitalaris,total,,3
T3/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T3/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T3/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T3/2020,Pallars Sobirà,ingressos hospitalaris,homes,,1
T3/2020,Pallars Sobirà,ingressos hospitalaris,dones,,2
T3/2020,Pallars Sobirà,ingressos hospitalaris,total,,3
T3/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T3/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.6
T3/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Pla d'Urgell,ingressos hospitalaris,homes,,15
T3/2020,Pla d'Urgell,ingressos hospitalaris,dones,,13
T3/2020,Pla d'Urgell,ingressos hospitalaris,total,,28
T3/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,0.8
T3/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,0.7
T3/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,0.8
T3/2020,Pla de l'Estany,ingressos hospitalaris,homes,,9
T3/2020,Pla de l'Estany,ingressos hospitalaris,dones,,3
T3/2020,Pla de l'Estany,ingressos hospitalaris,total,,12
T3/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T3/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T3/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Priorat,ingressos hospitalaris,homes,,3
T3/2020,Priorat,ingressos hospitalaris,dones,,5
T3/2020,Priorat,ingressos hospitalaris,total,,8
T3/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T3/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,dones,,1.2
T3/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,total,,0.9
T3/2020,Ribera d'Ebre,ingressos hospitalaris,homes,,7
T3/2020,Ribera d'Ebre,ingressos hospitalaris,dones,,3
T3/2020,Ribera d'Ebre,ingressos hospitalaris,total,,10
T3/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T3/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T3/2020,Ripollès,ingressos hospitalaris,homes,,11
T3/2020,Ripollès,ingressos hospitalaris,dones,,4
T3/2020,Ripollès,ingressos hospitalaris,total,,15
T3/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T3/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,total,,0.6
T3/2020,Segarra,ingressos hospitalaris,homes,,6
T3/2020,Segarra,ingressos hospitalaris,dones,,10
T3/2020,Segarra,ingressos hospitalaris,total,,16
T3/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,dones,,0.9
T3/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,total,,0.7
T3/2020,Segrià,ingressos hospitalaris,homes,,223
T3/2020,Segrià,ingressos hospitalaris,dones,,198
T3/2020,Segrià,ingressos hospitalaris,total,,421
T3/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,homes,,2.1
T3/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,dones,,1.9
T3/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,total,,2.0
T3/2020,Selva,ingressos hospitalaris,homes,,47
T3/2020,Selva,ingressos hospitalaris,dones,,19
T3/2020,Selva,ingressos hospitalaris,total,,66
T3/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T3/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Solsonès,ingressos hospitalaris,homes,,2
T3/2020,Solsonès,ingressos hospitalaris,dones,,2
T3/2020,Solsonès,ingressos hospitalaris,total,,4
T3/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T3/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T3/2020,Tarragonès,ingressos hospitalaris,homes,,78
T3/2020,Tarragonès,ingressos hospitalaris,dones,,58
T3/2020,Tarragonès,ingressos hospitalaris,total,,136
T3/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T3/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T3/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T3/2020,Terra Alta,ingressos hospitalaris,homes,,3
T3/2020,Terra Alta,ingressos hospitalaris,dones,,0
T3/2020,Terra Alta,ingressos hospitalaris,total,,3
T3/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T3/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T3/2020,Urgell,ingressos hospitalaris,homes,,16
T3/2020,Urgell,ingressos hospitalaris,dones,,20
T3/2020,Urgell,ingressos hospitalaris,total,,36
T3/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T3/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,1.1
T3/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,1.0
T3/2020,Vallès Occidental,ingressos hospitalaris,homes,,427
T3/2020,Vallès Occidental,ingressos hospitalaris,dones,,336
T3/2020,Vallès Occidental,ingressos hospitalaris,total,,763
T3/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T3/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,dones,,0.7
T3/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,total,,0.8
T3/2020,Vallès Oriental,ingressos hospitalaris,homes,,322
T3/2020,Vallès Oriental,ingressos hospitalaris,dones,,277
T3/2020,Vallès Oriental,ingressos hospitalaris,total,,599
T3/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,homes,,1.6
T3/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,dones,,1.3
T3/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,total,,1.4
T3/2020,Catalunya,ingressos hospitalaris,homes,,3480
T3/2020,Catalunya,ingressos hospitalaris,dones,,2699
T3/2020,Catalunya,ingressos hospitalaris,total,,6656
T3/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T3/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,dones,,0.7
T3/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,total,,0.9
T4/2020,Alt Camp,ingressos hospitalaris,homes,,57
T4/2020,Alt Camp,ingressos hospitalaris,dones,,43
T4/2020,Alt Camp,ingressos hospitalaris,total,,100
T4/2020,Alt Camp,ingressos hospitalaris per cada 1.000 habitants,homes,,2.5
T4/2020,Alt Camp,ingressos hospitalaris per cada 1.000 habitants,dones,,1.9
T4/2020,Alt Camp,ingressos hospitalaris per cada 1.000 habitants,total,,2.2
T4/2020,Alt Empordà,ingressos hospitalaris,homes,,250
T4/2020,Alt Empordà,ingressos hospitalaris,dones,,182
T4/2020,Alt Empordà,ingressos hospitalaris,total,,432
T4/2020,Alt Empordà,ingressos hospitalaris per cada 1.000 habitants,homes,,3.6
T4/2020,Alt Empordà,ingressos hospitalaris per cada 1.000 habitants,dones,,2.6
T4/2020,Alt Empordà,ingressos hospitalaris per cada 1.000 habitants,total,,3.1
T4/2020,Alt Penedès,ingressos hospitalaris,homes,,126
T4/2020,Alt Penedès,ingressos hospitalaris,dones,,95
T4/2020,Alt Penedès,ingressos hospitalaris,total,,221
T4/2020,Alt Penedès,ingressos hospitalaris per cada 1.000 habitants,homes,,2.3
T4/2020,Alt Penedès,ingressos hospitalaris per cada 1.000 habitants,dones,,1.7
T4/2020,Alt Penedès,ingressos hospitalaris per cada 1.000 habitants,total,,2.0
T4/2020,Alt Urgell,ingressos hospitalaris,homes,,42
T4/2020,Alt Urgell,ingressos hospitalaris,dones,,35
T4/2020,Alt Urgell,ingressos hospitalaris,total,,77
T4/2020,Alt Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,4.2
T4/2020,Alt Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,3.5
T4/2020,Alt Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,3.8
T4/2020,Alta Ribagorça,ingressos hospitalaris,homes,,0
T4/2020,Alta Ribagorça,ingressos hospitalaris,dones,,1
T4/2020,Alta Ribagorça,ingressos hospitalaris,total,,1
T4/2020,Alta Ribagorça,ingressos hospitalaris per cada 1.000 habitants,homes,,0.0
T4/2020,Alta Ribagorça,ingressos hospitalaris per cada 1.000 habitants,dones,,0.5
T4/2020,Alta Ribagorça,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T4/2020,Anoia,ingressos hospitalaris,homes,,133
T4/2020,Anoia,ingressos hospitalaris,dones,,113
T4/2020,Anoia,ingressos hospitalaris,total,,246
T4/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,homes,,2.1
T4/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,dones,,1.8
T4/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,total,,2.0
T4/2020,Aran,ingressos hospitalaris,homes,,3
T4/2020,Aran,ingressos hospitalaris,dones,,1
T4/2020,Aran,ingressos hospitalaris,total,,4
T4/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T4/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T4/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T4/2020,Bages,ingressos hospitalaris,homes,,435
T4/2020,Bages,ingressos hospitalaris,dones,,344
T4/2020,Bages,ingressos hospitalaris,total,,779
T4/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,homes,,4.9
T4/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,dones,,3.8
T4/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,total,,4.3
T4/2020,Baix Camp,ingressos hospitalaris,homes,,289
T4/2020,Baix Camp,ingressos hospitalaris,dones,,219
T4/2020,Baix Camp,ingressos hospitalaris,total,,508
T4/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,homes,,3.0
T4/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,dones,,2.2
T4/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,total,,2.6
T4/2020,Baix Ebre,ingressos hospitalaris,homes,,66
T4/2020,Baix Ebre,ingressos hospitalaris,dones,,53
T4/2020,Baix Ebre,ingressos hospitalaris,total,,119
T4/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,homes,,1.7
T4/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,dones,,1.4
T4/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,total,,1.5
T4/2020,Baix Empordà,ingressos hospitalaris,homes,,199
T4/2020,Baix Empordà,ingressos hospitalaris,dones,,137
T4/2020,Baix Empordà,ingressos hospitalaris,total,,336
T4/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,homes,,3.0
T4/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,dones,,2.0
T4/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,total,,2.5
T4/2020,Baix Llobregat,ingressos hospitalaris,homes,,768
T4/2020,Baix Llobregat,ingressos hospitalaris,dones,,546
T4/2020,Baix Llobregat,ingressos hospitalaris,total,,1314
T4/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,homes,,1.9
T4/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,dones,,1.3
T4/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,total,,1.6
T4/2020,Baix Penedès,ingressos hospitalaris,homes,,164
T4/2020,Baix Penedès,ingressos hospitalaris,dones,,121
T4/2020,Baix Penedès,ingressos hospitalaris,total,,285
T4/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,homes,,3.0
T4/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,dones,,2.3
T4/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,total,,2.7
T4/2020,Barcelonès,ingressos hospitalaris,homes,,2793
T4/2020,Barcelonès,ingressos hospitalaris,dones,,2082
T4/2020,Barcelonès,ingressos hospitalaris,total,,4875
T4/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,homes,,2.6
T4/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,dones,,1.7
T4/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,total,,2.1
T4/2020,Berguedà,ingressos hospitalaris,homes,,102
T4/2020,Berguedà,ingressos hospitalaris,dones,,82
T4/2020,Berguedà,ingressos hospitalaris,total,,184
T4/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,homes,,5.1
T4/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,dones,,4.1
T4/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,total,,4.6
T4/2020,Cerdanya,ingressos hospitalaris,homes,,45
T4/2020,Cerdanya,ingressos hospitalaris,dones,,35
T4/2020,Cerdanya,ingressos hospitalaris,total,,80
T4/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,homes,,4.8
T4/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,dones,,3.9
T4/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,total,,4.3
T4/2020,Conca de Barberà,ingressos hospitalaris,homes,,20
T4/2020,Conca de Barberà,ingressos hospitalaris,dones,,20
T4/2020,Conca de Barberà,ingressos hospitalaris,total,,40
T4/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,homes,,2.0
T4/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,dones,,2.1
T4/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,total,,2.0
T4/2020,Garraf,ingressos hospitalaris,homes,,126
T4/2020,Garraf,ingressos hospitalaris,dones,,146
T4/2020,Garraf,ingressos hospitalaris,total,,272
T4/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,homes,,1.7
T4/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,dones,,1.9
T4/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,total,,1.8
T4/2020,Garrigues,ingressos hospitalaris,homes,,25
T4/2020,Garrigues,ingressos hospitalaris,dones,,19
T4/2020,Garrigues,ingressos hospitalaris,total,,44
T4/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,homes,,2.5
T4/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,dones,,2.1
T4/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,total,,2.3
T4/2020,Garrotxa,ingressos hospitalaris,homes,,78
T4/2020,Garrotxa,ingressos hospitalaris,dones,,58
T4/2020,Garrotxa,ingressos hospitalaris,total,,136
T4/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,homes,,2.7
T4/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,dones,,2.0
T4/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,total,,2.4
T4/2020,Gironès,ingressos hospitalaris,homes,,240
T4/2020,Gironès,ingressos hospitalaris,dones,,207
T4/2020,Gironès,ingressos hospitalaris,total,,447
T4/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,homes,,2.5
T4/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,dones,,2.1
T4/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,total,,2.3
T4/2020,Maresme,ingressos hospitalaris,homes,,569
T4/2020,Maresme,ingressos hospitalaris,dones,,454
T4/2020,Maresme,ingressos hospitalaris,total,,1023
T4/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,homes,,2.5
T4/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,dones,,2.0
T4/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,total,,2.3
T4/2020,Moianès,ingressos hospitalaris,homes,,31
T4/2020,Moianès,ingressos hospitalaris,dones,,25
T4/2020,Moianès,ingressos hospitalaris,total,,56
T4/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,homes,,4.4
T4/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,dones,,3.7
T4/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,total,,4.1
T4/2020,Montsià,ingressos hospitalaris,homes,,90
T4/2020,Montsià,ingressos hospitalaris,dones,,67
T4/2020,Montsià,ingressos hospitalaris,total,,157
T4/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,homes,,2.6
T4/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,dones,,2.0
T4/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,total,,2.3
T4/2020,Noguera,ingressos hospitalaris,homes,,36
T4/2020,Noguera,ingressos hospitalaris,dones,,37
T4/2020,Noguera,ingressos hospitalaris,total,,73
T4/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,homes,,1.8
T4/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,dones,,2.0
T4/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,total,,1.9
T4/2020,Osona,ingressos hospitalaris,homes,,284
T4/2020,Osona,ingressos hospitalaris,dones,,192
T4/2020,Osona,ingressos hospitalaris,total,,476
T4/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,homes,,3.5
T4/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,dones,,2.4
T4/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,total,,2.9
T4/2020,Pallars Jussà,ingressos hospitalaris,homes,,28
T4/2020,Pallars Jussà,ingressos hospitalaris,dones,,20
T4/2020,Pallars Jussà,ingressos hospitalaris,total,,48
T4/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,homes,,4.2
T4/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,dones,,3.1
T4/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,total,,3.7
T4/2020,Pallars Sobirà,ingressos hospitalaris,homes,,10
T4/2020,Pallars Sobirà,ingressos hospitalaris,dones,,11
T4/2020,Pallars Sobirà,ingressos hospitalaris,total,,21
T4/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,homes,,2.8
T4/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,dones,,3.3
T4/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,total,,3.0
T4/2020,Pla d'Urgell,ingressos hospitalaris,homes,,63
T4/2020,Pla d'Urgell,ingressos hospitalaris,dones,,43
T4/2020,Pla d'Urgell,ingressos hospitalaris,total,,106
T4/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,3.3
T4/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,2.4
T4/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,2.8
T4/2020,Pla de l'Estany,ingressos hospitalaris,homes,,72
T4/2020,Pla de l'Estany,ingressos hospitalaris,dones,,51
T4/2020,Pla de l'Estany,ingressos hospitalaris,total,,123
T4/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,homes,,4.5
T4/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,dones,,3.1
T4/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,total,,3.8
T4/2020,Priorat,ingressos hospitalaris,homes,,21
T4/2020,Priorat,ingressos hospitalaris,dones,,21
T4/2020,Priorat,ingressos hospitalaris,total,,42
T4/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,homes,,4.4
T4/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,dones,,4.8
T4/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,total,,4.6
T4/2020,Ribera d'Ebre,ingressos hospitalaris,homes,,22
T4/2020,Ribera d'Ebre,ingressos hospitalaris,dones,,11
T4/2020,Ribera d'Ebre,ingressos hospitalaris,total,,33
T4/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,homes,,2.0
T4/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,dones,,1.0
T4/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,total,,1.5
T4/2020,Ripollès,ingressos hospitalaris,homes,,40
T4/2020,Ripollès,ingressos hospitalaris,dones,,37
T4/2020,Ripollès,ingressos hospitalaris,total,,77
T4/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,homes,,3.2
T4/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,dones,,3.0
T4/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,total,,3.1
T4/2020,Segarra,ingressos hospitalaris,homes,,38
T4/2020,Segarra,ingressos hospitalaris,dones,,28
T4/2020,Segarra,ingressos hospitalaris,total,,66
T4/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,homes,,3.2
T4/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,dones,,2.6
T4/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,total,,2.9
T4/2020,Segrià,ingressos hospitalaris,homes,,210
T4/2020,Segrià,ingressos hospitalaris,dones,,166
T4/2020,Segrià,ingressos hospitalaris,total,,376
T4/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,homes,,2.0
T4/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,dones,,1.6
T4/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,total,,1.8
T4/2020,Selva,ingressos hospitalaris,homes,,193
T4/2020,Selva,ingressos hospitalaris,dones,,121
T4/2020,Selva,ingressos hospitalaris,total,,314
T4/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,homes,,2.2
T4/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,dones,,1.4
T4/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,total,,1.8
T4/2020,Solsonès,ingressos hospitalaris,homes,,16
T4/2020,Solsonès,ingressos hospitalaris,dones,,15
T4/2020,Solsonès,ingressos hospitalaris,total,,31
T4/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,homes,,2.3
T4/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,dones,,2.2
T4/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,total,,2.3
T4/2020,Tarragonès,ingressos hospitalaris,homes,,308
T4/2020,Tarragonès,ingressos hospitalaris,dones,,220
T4/2020,Tarragonès,ingressos hospitalaris,total,,528
T4/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,homes,,2.4
T4/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,dones,,1.7
T4/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,total,,2.0
T4/2020,Terra Alta,ingressos hospitalaris,homes,,13
T4/2020,Terra Alta,ingressos hospitalaris,dones,,6
T4/2020,Terra Alta,ingressos hospitalaris,total,,19
T4/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,homes,,2.2
T4/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,dones,,1.1
T4/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,total,,1.7
T4/2020,Urgell,ingressos hospitalaris,homes,,55
T4/2020,Urgell,ingressos hospitalaris,dones,,35
T4/2020,Urgell,ingressos hospitalaris,total,,90
T4/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,2.9
T4/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,1.9
T4/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,2.4
T4/2020,Vallès Occidental,ingressos hospitalaris,homes,,1325
T4/2020,Vallès Occidental,ingressos hospitalaris,dones,,1142
T4/2020,Vallès Occidental,ingressos hospitalaris,total,,2467
T4/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,homes,,2.9
T4/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,dones,,2.4
T4/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,total,,2.6
T4/2020,Vallès Oriental,ingressos hospitalaris,homes,,575
T4/2020,Vallès Oriental,ingressos hospitalaris,dones,,438
T4/2020,Vallès Oriental,ingressos hospitalaris,total,,1013
T4/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,homes,,2.8
T4/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,dones,,2.1
T4/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,total,,2.5
T4/2020,Catalunya,ingressos hospitalaris,homes,,9960
T4/2020,Catalunya,ingressos hospitalaris,dones,,7682
T4/2020,Catalunya,ingressos hospitalaris,total,,18530
T4/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,homes,,2.6
T4/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,dones,,2.0
T4/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,total,,2.4
