trimestre,comarques i Aran,concepte,sexe,estat,valor
T2/2020,Tarragonès,casos confirmats,homes,,278
T2/2020,Tarragonès,casos confirmats,dones,,572
T2/2020,Tarragonès,casos confirmats,total,,850
T2/2020,Tarragonès,casos per cada 100 habitants,homes,,0.2
T2/2020,Tarragonès,casos per cada 100 habitants,dones,,0.4
T2/2020,Tarragonès,casos per cada 100 habitants,total,,0.3
T2/2020,Terra Alta,casos confirmats,homes,,3
T2/2020,Terra Alta,casos confirmats,dones,,4
T2/2020,Terra Alta,casos confirmats,total,,7
T2/2020,Terra Alta,casos per cada 100 habitants,homes,,0.1
T2/2020,Terra Alta,casos per cada 100 habitants,dones,,0.1
T2/2020,Terra Alta,casos per cada 100 habitants,total,,0.1
T2/2020,Urgell,casos confirmats,homes,,80
T2/2020,Urgell,casos confirmats,dones,,129
T2/2020,Urgell,casos confirmats,total,,209
T2/2020,Urgell,casos per cada 100 habitants,homes,,0.4
T2/2020,Urgell,casos per cada 100 habitants,dones,,0.7
T2/2020,Urgell,casos per cada 100 habitants,total,,0.6
T2/2020,Vallès Occidental,casos confirmats,homes,,1707
T2/2020,Vallès Occidental,casos confirmats,dones,,3274
T2/2020,Vallès Occidental,casos confirmats,total,,4981
T2/2020,Vallès Occidental,casos per cada 100 habitants,homes,,0.4
T2/2020,Vallès Occidental,casos per cada 100 habitants,dones,,0.7
T2/2020,Vallès Occidental,casos per cada 100 habitants,total,,0.5
T2/2020,Vallès Oriental,casos confirmats,homes,,589
T2/2020,Vallès Oriental,casos confirmats,dones,,1140
T2/2020,Vallès Oriental,casos confirmats,total,,1729
T2/2020,Vallès Oriental,casos per cada 100 habitants,homes,,0.3
T2/2020,Vallès Oriental,casos per cada 100 habitants,dones,,0.6
T2/2020,Vallès Oriental,casos per cada 100 habitants,total,,0.4
T2/2020,Catalunya,casos confirmats,homes,,16446
T2/2020,Catalunya,casos confirmats,dones,,30161
T2/2020,Catalunya,casos confirmats,total,,48461
T2/2020,Catalunya,casos per cada 100 habitants,homes,,0.4
T2/2020,Catalunya,casos per cada 100 habitants,dones,,0.8
T2/2020,Catalunya,casos per cada 100 habitants,total,,0.6
T3/2020,Alt Camp,casos confirmats,homes,,135
T3/2020,Alt Camp,casos confirmats,dones,,142
T3/2020,Alt Camp,casos confirmats,total,,277
T3/2020,Alt Camp,casos per cada 100 habitants,homes,,0.6
T3/2020,Alt Camp,casos per cada 100 habitants,dones,,0.6
T3/2020,Alt Camp,casos per cada 100 habitants,total,,0.6
T3/2020,Alt Empordà,casos confirmats,homes,,576
T3/2020,Alt Empordà,casos confirmats,dones,,660
T3/2020,Alt Empordà,casos confirmats,total,,1236
T3/2020,Alt Empordà,casos per cada 100 habitants,homes,,0.8
T3/2020,Alt Empordà,casos per cada 100 habitants,dones,,0.9
T3/2020,Alt Empordà,casos per cada 100 habitants,total,,0.9
T3/2020,Alt Penedès,casos confirmats,homes,,361
T3/2020,Alt Penedès,casos confirmats,dones,,462
T3/2020,Alt Penedès,casos confirmats,total,,823
T3/2020,Alt Penedès,casos per cada 100 habitants,homes,,0.7
T3/2020,Alt Penedès,casos per cada 100 habitants,dones,,0.8
T3/2020,Alt Penedès,casos per cada 100 habitants,total,,0.7
T3/2020,Alt Urgell,casos confirmats,homes,,99
T3/2020,Alt Urgell,casos confirmats,dones,,108
T3/2020,Alt Urgell,casos confirmats,total,,207
T3/2020,Alt Urgell,casos per cada 100 habitants,homes,,1.0
T3/2020,Alt Urgell,casos per cada 100 habitants,dones,,1.1
T3/2020,Alt Urgell,casos per cada 100 habitants,total,,1.0
T3/2020,Alta Ribagorça,casos confirmats,homes,,9
T3/2020,Alta Ribagorça,casos confirmats,dones,,10
T3/2020,Alta Ribagorça,casos confirmats,total,,19
T3/2020,Alta Ribagorça,casos per cada 100 habitants,homes,,0.5
T3/2020,Alta Ribagorça,casos per cada 100 habitants,dones,,0.5
T3/2020,Alta Ribagorça,casos per cada 100 habitants,total,,0.5
T3/2020,Anoia,casos confirmats,homes,,462
T3/2020,Anoia,casos confirmats,dones,,544
T3/2020,Anoia,casos confirmats,total,,1006
T3/2020,Anoia,casos per cada 100 habitants,homes,,0.7
T3/2020,Anoia,casos per cada 100 habitants,dones,,0.9
T3/2020,Anoia,casos per cada 100 habitants,total,,0.8
T3/2020,Aran,casos confirmats,homes,,40
T3/2020,Aran,casos confirmats,dones,,40
T3/2020,Aran,casos confirmats,total,,80
T3/2020,Aran,casos per cada 100 habitants,homes,,0.8
T3/2020,Aran,casos per cada 100 habitants,dones,,0.8
T3/2020,Aran,casos per cada 100 habitants,total,,0.8
T3/2020,Bages,casos confirmats,homes,,693
T3/2020,Bages,casos confirmats,dones,,853
T3/2020,Bages,casos confirmats,total,,1546
T3/2020,Bages,casos per cada 100 habitants,homes,,0.8
T3/2020,Bages,casos per cada 100 habitants,dones,,0.9
T3/2020,Bages,casos per cada 100 habitants,total,,0.9
T3/2020,Baix Camp,casos confirmats,homes,,929
T3/2020,Baix Camp,casos confirmats,dones,,988
T3/2020,Baix Camp,casos confirmats,total,,1917
T3/2020,Baix Camp,casos per cada 100 habitants,homes,,1.0
T3/2020,Baix Camp,casos per cada 100 habitants,dones,,1.0
T3/2020,Baix Camp,casos per cada 100 habitants,total,,1.0
T3/2020,Baix Ebre,casos confirmats,homes,,402
T3/2020,Baix Ebre,casos confirmats,dones,,360
T3/2020,Baix Ebre,casos confirmats,total,,762
T3/2020,Baix Ebre,casos per cada 100 habitants,homes,,1.0
T3/2020,Baix Ebre,casos per cada 100 habitants,dones,,0.9
T3/2020,Baix Ebre,casos per cada 100 habitants,total,,1.0
T3/2020,Baix Empordà,casos confirmats,homes,,423
T3/2020,Baix Empordà,casos confirmats,dones,,431
T3/2020,Baix Empordà,casos confirmats,total,,854
T3/2020,Baix Empordà,casos per cada 100 habitants,homes,,0.6
T3/2020,Baix Empordà,casos per cada 100 habitants,dones,,0.6
T3/2020,Baix Empordà,casos per cada 100 habitants,total,,0.6
T3/2020,Baix Llobregat,casos confirmats,homes,,4688
T3/2020,Baix Llobregat,casos confirmats,dones,,5314
T3/2020,Baix Llobregat,casos confirmats,total,,10002
T3/2020,Baix Llobregat,casos per cada 100 habitants,homes,,1.2
T3/2020,Baix Llobregat,casos per cada 100 habitants,dones,,1.3
T3/2020,Baix Llobregat,casos per cada 100 habitants,total,,1.2
T3/2020,Baix Penedès,casos confirmats,homes,,290
T3/2020,Baix Penedès,casos confirmats,dones,,328
T3/2020,Baix Penedès,casos confirmats,total,,618
T3/2020,Baix Penedès,casos per cada 100 habitants,homes,,0.5
T3/2020,Baix Penedès,casos per cada 100 habitants,dones,,0.6
T3/2020,Baix Penedès,casos per cada 100 habitants,total,,0.6
T3/2020,Barcelonès,casos confirmats,homes,,17500
T3/2020,Barcelonès,casos confirmats,dones,,19018
T3/2020,Barcelonès,casos confirmats,total,,36518
T3/2020,Barcelonès,casos per cada 100 habitants,homes,,1.6
T3/2020,Barcelonès,casos per cada 100 habitants,dones,,1.6
T3/2020,Barcelonès,casos per cada 100 habitants,total,,1.6
T3/2020,Berguedà,casos confirmats,homes,,132
T3/2020,Berguedà,casos confirmats,dones,,129
T3/2020,Berguedà,casos confirmats,total,,261
T3/2020,Berguedà,casos per cada 100 habitants,homes,,0.7
T3/2020,Berguedà,casos per cada 100 habitants,dones,,0.6
T3/2020,Berguedà,casos per cada 100 habitants,total,,0.7
T3/2020,Cerdanya,casos confirmats,homes,,167
T3/2020,Cerdanya,casos confirmats,dones,,179
T3/2020,Cerdanya,casos confirmats,total,,346
T3/2020,Cerdanya,casos per cada 100 habitants,homes,,1.8
T3/2020,Cerdanya,casos per cada 100 habitants,dones,,2.0
T3/2020,Cerdanya,casos per cada 100 habitants,total,,1.9
T3/2020,Conca de Barberà,casos confirmats,homes,,43
T3/2020,Conca de Barberà,casos confirmats,dones,,41
T3/2020,Conca de Barberà,casos confirmats,total,,84
T3/2020,Conca de Barberà,casos per cada 100 habitants,homes,,0.4
T3/2020,Conca de Barberà,casos per cada 100 habitants,dones,,0.4
T3/2020,Conca de Barberà,casos per cada 100 habitants,total,,0.4
T3/2020,Garraf,casos confirmats,homes,,449
T3/2020,Garraf,casos confirmats,dones,,515
T3/2020,Garraf,casos confirmats,total,,964
T3/2020,Garraf,casos per cada 100 habitants,homes,,0.6
T3/2020,Garraf,casos per cada 100 habitants,dones,,0.7
T3/2020,Garraf,casos per cada 100 habitants,total,,0.6
T3/2020,Garrigues,casos confirmats,homes,,119
T3/2020,Garrigues,casos confirmats,dones,,112
T3/2020,Garrigues,casos confirmats,total,,231
T3/2020,Garrigues,casos per cada 100 habitants,homes,,1.2
T3/2020,Garrigues,casos per cada 100 habitants,dones,,1.2
T3/2020,Garrigues,casos per cada 100 habitants,total,,1.2
T3/2020,Garrotxa,casos confirmats,homes,,181
T3/2020,Garrotxa,casos confirmats,dones,,194
T3/2020,Garrotxa,casos confirmats,total,,375
T3/2020,Garrotxa,casos per cada 100 habitants,homes,,0.6
T3/2020,Garrotxa,casos per cada 100 habitants,dones,,0.7
T3/2020,Garrotxa,casos per cada 100 habitants,total,,0.7
T3/2020,Gironès,casos confirmats,homes,,1392
T3/2020,Gironès,casos confirmats,dones,,1543
T3/2020,Gironès,casos confirmats,total,,2935
T3/2020,Gironès,casos per cada 100 habitants,homes,,1.5
T3/2020,Gironès,casos per cada 100 habitants,dones,,1.6
T3/2020,Gironès,casos per cada 100 habitants,total,,1.5
T3/2020,Maresme,casos confirmats,homes,,1771
T3/2020,Maresme,casos confirmats,dones,,1897
T3/2020,Maresme,casos confirmats,total,,3668
T3/2020,Maresme,casos per cada 100 habitants,homes,,0.8
T3/2020,Maresme,casos per cada 100 habitants,dones,,0.8
T3/2020,Maresme,casos per cada 100 habitants,total,,0.8
T3/2020,Moianès,casos confirmats,homes,,46
T3/2020,Moianès,casos confirmats,dones,,47
T3/2020,Moianès,casos confirmats,total,,93
T3/2020,Moianès,casos per cada 100 habitants,homes,,0.6
T3/2020,Moianès,casos per cada 100 habitants,dones,,0.7
T3/2020,Moianès,casos per cada 100 habitants,total,,0.7
T3/2020,Montsià,casos confirmats,homes,,190
T3/2020,Montsià,casos confirmats,dones,,208
T3/2020,Montsià,casos confirmats,total,,398
T3/2020,Montsià,casos per cada 100 habitants,homes,,0.5
T3/2020,Montsià,casos per cada 100 habitants,dones,,0.6
T3/2020,Montsià,casos per cada 100 habitants,total,,0.6
T3/2020,Noguera,casos confirmats,homes,,519
T3/2020,Noguera,casos confirmats,dones,,536
T3/2020,Noguera,casos confirmats,total,,1055
T3/2020,Noguera,casos per cada 100 habitants,homes,,2.6
T3/2020,Noguera,casos per cada 100 habitants,dones,,2.9
T3/2020,Noguera,casos per cada 100 habitants,total,,2.7
T3/2020,Osona,casos confirmats,homes,,1057
T3/2020,Osona,casos confirmats,dones,,1075
T3/2020,Osona,casos confirmats,total,,2132
T3/2020,Osona,casos per cada 100 habitants,homes,,1.3
T3/2020,Osona,casos per cada 100 habitants,dones,,1.3
T3/2020,Osona,casos per cada 100 habitants,total,,1.3
T3/2020,Pallars Jussà,casos confirmats,homes,,22
T3/2020,Pallars Jussà,casos confirmats,dones,,43
T3/2020,Pallars Jussà,casos confirmats,total,,65
T3/2020,Pallars Jussà,casos per cada 100 habitants,homes,,0.3
T3/2020,Pallars Jussà,casos per cada 100 habitants,dones,,0.7
T3/2020,Pallars Jussà,casos per cada 100 habitants,total,,0.5
T3/2020,Pallars Sobirà,casos confirmats,homes,,19
T3/2020,Pallars Sobirà,casos confirmats,dones,,11
T3/2020,Pallars Sobirà,casos confirmats,total,,30
T3/2020,Pallars Sobirà,casos per cada 100 habitants,homes,,0.5
T3/2020,Pallars Sobirà,casos per cada 100 habitants,dones,,0.3
T3/2020,Pallars Sobirà,casos per cada 100 habitants,total,,0.4
T3/2020,Pla d'Urgell,casos confirmats,homes,,262
T3/2020,Pla d'Urgell,casos confirmats,dones,,285
T3/2020,Pla d'Urgell,casos confirmats,total,,547
T3/2020,Pla d'Urgell,casos per cada 100 habitants,homes,,1.4
T3/2020,Pla d'Urgell,casos per cada 100 habitants,dones,,1.6
T3/2020,Pla d'Urgell,casos per cada 100 habitants,total,,1.5
T3/2020,Pla de l'Estany,casos confirmats,homes,,130
T3/2020,Pla de l'Estany,casos confirmats,dones,,161
T3/2020,Pla de l'Estany,casos confirmats,total,,291
T3/2020,Pla de l'Estany,casos per cada 100 habitants,homes,,0.8
T3/2020,Pla de l'Estany,casos per cada 100 habitants,dones,,1.0
T3/2020,Pla de l'Estany,casos per cada 100 habitants,total,,0.9
T3/2020,Priorat,casos confirmats,homes,,47
T3/2020,Priorat,casos confirmats,dones,,46
T3/2020,Priorat,casos confirmats,total,,93
T3/2020,Priorat,casos per cada 100 habitants,homes,,1.0
T3/2020,Priorat,casos per cada 100 habitants,dones,,1.1
T3/2020,Priorat,casos per cada 100 habitants,total,,1.0
T3/2020,Ribera d'Ebre,casos confirmats,homes,,98
T3/2020,Ribera d'Ebre,casos confirmats,dones,,92
T3/2020,Ribera d'Ebre,casos confirmats,total,,190
T3/2020,Ribera d'Ebre,casos per cada 100 habitants,homes,,0.9
T3/2020,Ribera d'Ebre,casos per cada 100 habitants,dones,,0.9
T3/2020,Ribera d'Ebre,casos per cada 100 habitants,total,,0.9
T3/2020,Ripollès,casos confirmats,homes,,90
T3/2020,Ripollès,casos confirmats,dones,,73
T3/2020,Ripollès,casos confirmats,total,,163
T3/2020,Ripollès,casos per cada 100 habitants,homes,,0.7
T3/2020,Ripollès,casos per cada 100 habitants,dones,,0.6
T3/2020,Ripollès,casos per cada 100 habitants,total,,0.7
T3/2020,Segarra,casos confirmats,homes,,135
T3/2020,Segarra,casos confirmats,dones,,195
T3/2020,Segarra,casos confirmats,total,,330
T3/2020,Segarra,casos per cada 100 habitants,homes,,1.1
T3/2020,Segarra,casos per cada 100 habitants,dones,,1.8
T3/2020,Segarra,casos per cada 100 habitants,total,,1.4
T3/2020,Segrià,casos confirmats,homes,,2864
T3/2020,Segrià,casos confirmats,dones,,3657
T3/2020,Segrià,casos confirmats,total,,6521
T3/2020,Segrià,casos per cada 100 habitants,homes,,2.7
T3/2020,Segrià,casos per cada 100 habitants,dones,,3.5
T3/2020,Segrià,casos per cada 100 habitants,total,,3.1
T3/2020,Selva,casos confirmats,homes,,573
T3/2020,Selva,casos confirmats,dones,,563
T3/2020,Selva,casos confirmats,total,,1136
T3/2020,Selva,casos per cada 100 habitants,homes,,0.7
T3/2020,Selva,casos per cada 100 habitants,dones,,0.7
T3/2020,Selva,casos per cada 100 habitants,total,,0.7
T3/2020,Solsonès,casos confirmats,homes,,27
T3/2020,Solsonès,casos confirmats,dones,,29
T3/2020,Solsonès,casos confirmats,total,,56
T3/2020,Solsonès,casos per cada 100 habitants,homes,,0.4
T3/2020,Solsonès,casos per cada 100 habitants,dones,,0.4
T3/2020,Solsonès,casos per cada 100 habitants,total,,0.4
T3/2020,Tarragonès,casos confirmats,homes,,936
T3/2020,Tarragonès,casos confirmats,dones,,1001
T3/2020,Tarragonès,casos confirmats,total,,1937
T3/2020,Tarragonès,casos per cada 100 habitants,homes,,0.7
T3/2020,Tarragonès,casos per cada 100 habitants,dones,,0.8
T3/2020,Tarragonès,casos per cada 100 habitants,total,,0.7
T3/2020,Terra Alta,casos confirmats,homes,,28
T3/2020,Terra Alta,casos confirmats,dones,,24
T3/2020,Terra Alta,casos confirmats,total,,52
T3/2020,Terra Alta,casos per cada 100 habitants,homes,,0.5
T3/2020,Terra Alta,casos per cada 100 habitants,dones,,0.4
T3/2020,Terra Alta,casos per cada 100 habitants,total,,0.5
T3/2020,Urgell,casos confirmats,homes,,251
T3/2020,Urgell,casos confirmats,dones,,256
T3/2020,Urgell,casos confirmats,total,,507
T3/2020,Urgell,casos per cada 100 habitants,homes,,1.3
T3/2020,Urgell,casos per cada 100 habitants,dones,,1.4
T3/2020,Urgell,casos per cada 100 habitants,total,,1.4
T3/2020,Vallès Occidental,casos confirmats,homes,,5117
T3/2020,Vallès Occidental,casos confirmats,dones,,5560
T3/2020,Vallès Occidental,casos confirmats,total,,10677
T3/2020,Vallès Occidental,casos per cada 100 habitants,homes,,1.1
T3/2020,Vallès Occidental,casos per cada 100 habitants,dones,,1.2
T3/2020,Vallès Occidental,casos per cada 100 habitants,total,,1.1
T3/2020,Vallès Oriental,casos confirmats,homes,,2524
T3/2020,Vallès Oriental,casos confirmats,dones,,2770
T3/2020,Vallès Oriental,casos confirmats,total,,5294
T3/2020,Vallès Oriental,casos per cada 100 habitants,homes,,1.2
T3/2020,Vallès Oriental,casos per cada 100 habitants,dones,,1.3
T3/2020,Vallès Oriental,casos per cada 100 habitants,total,,1.3
T3/2020,Catalunya,casos confirmats,homes,,45864
T3/2020,Catalunya,casos confirmats,dones,,50569
T3/2020,Catalunya,casos confirmats,total,,97899
T3/2020,Catalunya,casos per cada 100 habitants,homes,,1.2
T3/2020,Catalunya,casos per cada 100 habitants,dones,,1.3
T3/2020,Catalunya,casos per cada 100 habitants,total,,1.3
T4/2020,Alt Camp,casos confirmats,homes,,434
T4/2020,Alt Camp,casos confirmats,dones,,498
T4/2020,Alt Camp,casos confirmats,total,,932
T4/2020,Alt Camp,casos per cada 100 habitants,homes,,1.9
T4/2020,Alt Camp,casos per cada 100 habitants,dones,,2.3
T4/2020,Alt Camp,casos per cada 100 habitants,total,,2.1
T4/2020,Alt Empordà,casos confirmats,homes,,2417
T4/2020,Alt Empordà,casos confirmats,dones,,2723
T4/2020,Alt Empordà,casos confirmats,total,,5140
T4/2020,Alt Empordà,casos per cada 100 habitants,homes,,3.5
T4/2020,Alt Empordà,casos per cada 100 habitants,dones,,3.9
T4/2020,Alt Empordà,casos per cada 100 habitants,total,,3.7
T4/2020,Alt Penedès,casos confirmats,homes,,1314
T4/2020,Alt Penedès,casos confirmats,dones,,1476
T4/2020,Alt Penedès,casos confirmats,total,,2790
T4/2020,Alt Penedès,casos per cada 100 habitants,homes,,2.4
T4/2020,Alt Penedès,casos per cada 100 habitants,dones,,2.7
T4/2020,Alt Penedès,casos per cada 100 habitants,total,,2.5
T4/2020,Alt Urgell,casos confirmats,homes,,296
T4/2020,Alt Urgell,casos confirmats,dones,,389
T4/2020,Alt Urgell,casos confirmats,total,,685
T4/2020,Alt Urgell,casos per cada 100 habitants,homes,,3.0
T4/2020,Alt Urgell,casos per cada 100 habitants,dones,,3.9
T4/2020,Alt Urgell,casos per cada 100 habitants,total,,3.4
T4/2020,Alta Ribagorça,casos confirmats,homes,,26
T4/2020,Alta Ribagorça,casos confirmats,dones,,23
T4/2020,Alta Ribagorça,casos confirmats,total,,49
T4/2020,Alta Ribagorça,casos per cada 100 habitants,homes,,1.3
T4/2020,Alta Ribagorça,casos per cada 100 habitants,dones,,1.2
T4/2020,Alta Ribagorça,casos per cada 100 habitants,total,,1.3
T4/2020,Anoia,casos confirmats,homes,,1540
T4/2020,Anoia,casos confirmats,dones,,1685
T4/2020,Anoia,casos confirmats,total,,3225
T4/2020,Anoia,casos per cada 100 habitants,homes,,2.5
T4/2020,Anoia,casos per cada 100 habitants,dones,,2.8
T4/2020,Anoia,casos per cada 100 habitants,total,,2.6
T4/2020,Aran,casos confirmats,homes,,121
T4/2020,Aran,casos confirmats,dones,,112
T4/2020,Aran,casos confirmats,total,,233
T4/2020,Aran,casos per cada 100 habitants,homes,,2.3
T4/2020,Aran,casos per cada 100 habitants,dones,,2.3
T4/2020,Aran,casos per cada 100 habitants,total,,2.3
T4/2020,Bages,casos confirmats,homes,,2551
T4/2020,Bages,casos confirmats,dones,,2940
T4/2020,Bages,casos confirmats,total,,5491
T4/2020,Bages,casos per cada 100 habitants,homes,,2.9
T4/2020,Bages,casos per cada 100 habitants,dones,,3.2
T4/2020,Bages,casos per cada 100 habitants,total,,3.1
T4/2020,Baix Camp,casos confirmats,homes,,3344
T4/2020,Baix Camp,casos confirmats,dones,,3894
T4/2020,Baix Camp,casos confirmats,total,,7238
T4/2020,Baix Camp,casos per cada 100 habitants,homes,,3.5
T4/2020,Baix Camp,casos per cada 100 habitants,dones,,3.9
T4/2020,Baix Camp,casos per cada 100 habitants,total,,3.7
T4/2020,Baix Ebre,casos confirmats,homes,,978
T4/2020,Baix Ebre,casos confirmats,dones,,1085
T4/2020,Baix Ebre,casos confirmats,total,,2063
T4/2020,Baix Ebre,casos per cada 100 habitants,homes,,2.5
T4/2020,Baix Ebre,casos per cada 100 habitants,dones,,2.8
T4/2020,Baix Ebre,casos per cada 100 habitants,total,,2.6
T4/2020,Baix Empordà,casos confirmats,homes,,2209
T4/2020,Baix Empordà,casos confirmats,dones,,2540
T4/2020,Baix Empordà,casos confirmats,total,,4749
T4/2020,Baix Empordà,casos per cada 100 habitants,homes,,3.3
T4/2020,Baix Empordà,casos per cada 100 habitants,dones,,3.8
T4/2020,Baix Empordà,casos per cada 100 habitants,total,,3.6
T4/2020,Baix Llobregat,casos confirmats,homes,,10834
T4/2020,Baix Llobregat,casos confirmats,dones,,12214
T4/2020,Baix Llobregat,casos confirmats,total,,23048
T4/2020,Baix Llobregat,casos per cada 100 habitants,homes,,2.7
T4/2020,Baix Llobregat,casos per cada 100 habitants,dones,,2.9
T4/2020,Baix Llobregat,casos per cada 100 habitants,total,,2.8
T4/2020,Baix Penedès,casos confirmats,homes,,1058
T4/2020,Baix Penedès,casos confirmats,dones,,1221
T4/2020,Baix Penedès,casos confirmats,total,,2279
T4/2020,Baix Penedès,casos per cada 100 habitants,homes,,2.0
T4/2020,Baix Penedès,casos per cada 100 habitants,dones,,2.3
T4/2020,Baix Penedès,casos per cada 100 habitants,total,,2.1
T4/2020,Barcelonès,casos confirmats,homes,,31706
T4/2020,Barcelonès,casos confirmats,dones,,36338
T4/2020,Barcelonès,casos confirmats,total,,68044
T4/2020,Barcelonès,casos per cada 100 habitants,homes,,2.9
T4/2020,Barcelonès,casos per cada 100 habitants,dones,,3.0
T4/2020,Barcelonès,casos per cada 100 habitants,total,,3.0
T4/2020,Berguedà,casos confirmats,homes,,725
T4/2020,Berguedà,casos confirmats,dones,,927
T4/2020,Berguedà,casos confirmats,total,,1652
T4/2020,Berguedà,casos per cada 100 habitants,homes,,3.6
T4/2020,Berguedà,casos per cada 100 habitants,dones,,4.7
T4/2020,Berguedà,casos per cada 100 habitants,total,,4.1
T4/2020,Cerdanya,casos confirmats,homes,,543
T4/2020,Cerdanya,casos confirmats,dones,,628
T4/2020,Cerdanya,casos confirmats,total,,1171
T4/2020,Cerdanya,casos per cada 100 habitants,homes,,5.8
T4/2020,Cerdanya,casos per cada 100 habitants,dones,,7.0
T4/2020,Cerdanya,casos per cada 100 habitants,total,,6.4
T4/2020,Conca de Barberà,casos confirmats,homes,,194
T4/2020,Conca de Barberà,casos confirmats,dones,,250
T4/2020,Conca de Barberà,casos confirmats,total,,444
T4/2020,Conca de Barberà,casos per cada 100 habitants,homes,,1.9
T4/2020,Conca de Barberà,casos per cada 100 habitants,dones,,2.6
T4/2020,Conca de Barberà,casos per cada 100 habitants,total,,2.2
T4/2020,Garraf,casos confirmats,homes,,1267
T4/2020,Garraf,casos confirmats,dones,,1465
T4/2020,Garraf,casos confirmats,total,,2732
T4/2020,Garraf,casos per cada 100 habitants,homes,,1.7
T4/2020,Garraf,casos per cada 100 habitants,dones,,1.9
T4/2020,Garraf,casos per cada 100 habitants,total,,1.8
T4/2020,Garrigues,casos confirmats,homes,,273
T4/2020,Garrigues,casos confirmats,dones,,288
T4/2020,Garrigues,casos confirmats,total,,561
T4/2020,Garrigues,casos per cada 100 habitants,homes,,2.8
T4/2020,Garrigues,casos per cada 100 habitants,dones,,3.2
T4/2020,Garrigues,casos per cada 100 habitants,total,,3.0
T4/2020,Garrotxa,casos confirmats,homes,,923
T4/2020,Garrotxa,casos confirmats,dones,,924
T4/2020,Garrotxa,casos confirmats,total,,1847
T4/2020,Garrotxa,casos per cada 100 habitants,homes,,3.2
T4/2020,Garrotxa,casos per cada 100 habitants,dones,,3.2
T4/2020,Garrotxa,casos per cada 100 habitants,total,,3.2
T4/2020,Gironès,casos confirmats,homes,,3452
T4/2020,Gironès,casos confirmats,dones,,3970
T4/2020,Gironès,casos confirmats,total,,7422
T4/2020,Gironès,casos per cada 100 habitants,homes,,3.7
T4/2020,Gironès,casos per cada 100 habitants,dones,,4.1
T4/2020,Gironès,casos per cada 100 habitants,total,,3.9
T4/2020,Maresme,casos confirmats,homes,,6064
T4/2020,Maresme,casos confirmats,dones,,6907
T4/2020,Maresme,casos confirmats,total,,12971
T4/2020,Maresme,casos per cada 100 habitants,homes,,2.7
T4/2020,Maresme,casos per cada 100 habitants,dones,,3.0
T4/2020,Maresme,casos per cada 100 habitants,total,,2.9
T4/2020,Moianès,casos confirmats,homes,,181
T4/2020,Moianès,casos confirmats,dones,,191
T4/2020,Moianès,casos confirmats,total,,372
T4/2020,Moianès,casos per cada 100 habitants,homes,,2.6
T4/2020,Moianès,casos per cada 100 habitants,dones,,2.8
T4/2020,Moianès,casos per cada 100 habitants,total,,2.7
T4/2020,Montsià,casos confirmats,homes,,766
T4/2020,Montsià,casos confirmats,dones,,885
T4/2020,Montsià,casos confirmats,total,,1651
T4/2020,Montsià,casos per cada 100 habitants,homes,,2.2
T4/2020,Montsià,casos per cada 100 habitants,dones,,2.6
T4/2020,Montsià,casos per cada 100 habitants,total,,2.4
T4/2020,Noguera,casos confirmats,homes,,530
T4/2020,Noguera,casos confirmats,dones,,629
T4/2020,Noguera,casos confirmats,total,,1159
T4/2020,Noguera,casos per cada 100 habitants,homes,,2.7
T4/2020,Noguera,casos per cada 100 habitants,dones,,3.4
T4/2020,Noguera,casos per cada 100 habitants,total,,3.0
T4/2020,Osona,casos confirmats,homes,,3630
T4/2020,Osona,casos confirmats,dones,,4171
T4/2020,Osona,casos confirmats,total,,7801
T4/2020,Osona,casos per cada 100 habitants,homes,,4.5
T4/2020,Osona,casos per cada 100 habitants,dones,,5.2
T4/2020,Osona,casos per cada 100 habitants,total,,4.8
T4/2020,Pallars Jussà,casos confirmats,homes,,160
T4/2020,Pallars Jussà,casos confirmats,dones,,238
T4/2020,Pallars Jussà,casos confirmats,total,,398
T4/2020,Pallars Jussà,casos per cada 100 habitants,homes,,2.4
T4/2020,Pallars Jussà,casos per cada 100 habitants,dones,,3.7
T4/2020,Pallars Jussà,casos per cada 100 habitants,total,,3.0
T4/2020,Pallars Sobirà,casos confirmats,homes,,52
T4/2020,Pallars Sobirà,casos confirmats,dones,,89
T4/2020,Pallars Sobirà,casos confirmats,total,,141
T4/2020,Pallars Sobirà,casos per cada 100 habitants,homes,,1.5
T4/2020,Pallars Sobirà,casos per cada 100 habitants,dones,,2.7
T4/2020,Pallars Sobirà,casos per cada 100 habitants,total,,2.0
T4/2020,Pla d'Urgell,casos confirmats,homes,,527
T4/2020,Pla d'Urgell,casos confirmats,dones,,613
T4/2020,Pla d'Urgell,casos confirmats,total,,1140
T4/2020,Pla d'Urgell,casos per cada 100 habitants,homes,,2.8
T4/2020,Pla d'Urgell,casos per cada 100 habitants,dones,,3.4
T4/2020,Pla d'Urgell,casos per cada 100 habitants,total,,3.1
T4/2020,Pla de l'Estany,casos confirmats,homes,,774
T4/2020,Pla de l'Estany,casos confirmats,dones,,912
T4/2020,Pla de l'Estany,casos confirmats,total,,1686
T4/2020,Pla de l'Estany,casos per cada 100 habitants,homes,,4.8
T4/2020,Pla de l'Estany,casos per cada 100 habitants,dones,,5.6
T4/2020,Pla de l'Estany,casos per cada 100 habitants,total,,5.2
T4/2020,Priorat,casos confirmats,homes,,107
T4/2020,Priorat,casos confirmats,dones,,163
T4/2020,Priorat,casos confirmats,total,,270
