trimestre,municipis,concepte,sexe,estat,valor
T2/2020,Fígols i Alinyà,casos confirmats,homes,,0
T2/2020,Fígols i Alinyà,casos confirmats,dones,,0
T2/2020,Fígols i Alinyà,casos confirmats,total,,0
T2/2020,Fígols i Alinyà,casos per cada 100 habitants,homes,,0.0
T2/2020,Fígols i Alinyà,casos per cada 100 habitants,dones,,0.0
T2/2020,Fígols i Alinyà,casos per cada 100 habitants,total,,0.0
T2/2020,Figueres,casos confirmats,homes,,55
T2/2020,Figueres,casos confirmats,dones,,112
T2/2020,Figueres,casos confirmats,total,,167
T2/2020,Figueres,casos per cada 100 habitants,homes,,0.2
T2/2020,Figueres,casos per cada 100 habitants,dones,,0.5
T2/2020,Figueres,casos per cada 100 habitants,total,,0.4
T2/2020,Figuerola del Camp,casos confirmats,homes,..,null
T2/2020,Figuerola del Camp,casos confirmats,dones,..,null
T2/2020,Figuerola del Camp,casos confirmats,total,..,null
T2/2020,Figuerola del Camp,casos per cada 100 habitants,homes,..,null
T2/2020,Figuerola del Camp,casos per cada 100 habitants,dones,..,null
T2/2020,Figuerola del Camp,casos per cada 100 habitants,total,..,null
T2/2020,Flaçà,casos confirmats,homes,..,null
T2/2020,Flaçà,casos confirmats,dones,..,null
T2/2020,Flaçà,casos confirmats,total,,4
T2/2020,Flaçà,casos per cada 100 habitants,homes,..,null
T2/2020,Flaçà,casos per cada 100 habitants,dones,..,null
T2/2020,Flaçà,casos per cada 100 habitants,total,,0.4
T2/2020,Flix,casos confirmats,homes,..,null
T2/2020,Flix,casos confirmats,dones,..,null
T2/2020,Flix,casos confirmats,total,,4
T2/2020,Flix,casos per cada 100 habitants,homes,..,null
T2/2020,Flix,casos per cada 100 habitants,dones,..,null
T2/2020,Flix,casos per cada 100 habitants,total,,0.1
T2/2020,Fogars de la Selva,casos confirmats,homes,..,null
T2/2020,Fogars de la Selva,casos confirmats,dones,..,null
T2/2020,Fogars de la Selva,casos confirmats,total,,5
T2/2020,Fogars de la Selva,casos per cada 100 habitants,homes,..,null
T2/2020,Fogars de la Selva,casos per cada 100 habitants,dones,..,null
T2/2020,Fogars de la Selva,casos per cada 100 habitants,total,,0.3
T2/2020,Fogars de Montclús,casos confirmats,homes,..,null
T2/2020,Fogars de Montclús,casos confirmats,dones,..,null
T2/2020,Fogars de Montclús,casos confirmats,total,..,null
T2/2020,Fogars de Montclús,casos per cada 100 habitants,homes,..,null
T2/2020,Fogars de Montclús,casos per cada 100 habitants,dones,..,null
T2/2020,Fogars de Montclús,casos per cada 100 habitants,total,..,null
T2/2020,Foixà,casos confirmats,homes,..,null
T2/2020,Foixà,casos confirmats,dones,..,null
T2/2020,Foixà,casos confirmats,total,..,null
T2/2020,Foixà,casos per cada 100 habitants,homes,..,null
T2/2020,Foixà,casos per cada 100 habitants,dones,..,null
T2/2020,Foixà,casos per cada 100 habitants,total,..,null
T2/2020,Folgueroles,casos confirmats,homes,,5
T2/2020,Folgueroles,casos confirmats,dones,,6
T2/2020,Folgueroles,casos confirmats,total,,11
T2/2020,Folgueroles,casos per cada 100 habitants,homes,,0.4
T2/2020,Folgueroles,casos per cada 100 habitants,dones,,0.5
T2/2020,Folgueroles,casos per cada 100 habitants,total,,0.5
T2/2020,Fondarella,casos confirmats,homes,,0
T2/2020,Fondarella,casos confirmats,dones,,0
T2/2020,Fondarella,casos confirmats,total,,0
T2/2020,Fondarella,casos per cada 100 habitants,homes,,0.0
T2/2020,Fondarella,casos per cada 100 habitants,dones,,0.0
T2/2020,Fondarella,casos per cada 100 habitants,total,,0.0
T2/2020,Fonollosa,casos confirmats,homes,..,null
T2/2020,Fonollosa,casos confirmats,dones,..,null
T2/2020,Fonollosa,casos confirmats,total,,7
T2/2020,Fonollosa,casos per cada 100 habitants,homes,..,null
T2/2020,Fonollosa,casos per cada 100 habitants,dones,..,null
T2/2020,Fonollosa,casos per cada 100 habitants,total,,0.5
T2/2020,Fontanals de Cerdanya,casos confirmats,homes,,0
T2/2020,Fontanals de Cerdanya,casos confirmats,dones,,0
T2/2020,Fontanals de Cerdanya,casos confirmats,total,,0
T2/2020,Fontanals de Cerdanya,casos per cada 100 habitants,homes,,0.0
T2/2020,Fontanals de Cerdanya,casos per cada 100 habitants,dones,,0.0
T2/2020,Fontanals de Cerdanya,casos per cada 100 habitants,total,,0.0
T2/2020,Fontcoberta,casos confirmats,homes,..,null
T2/2020,Fontcoberta,casos confirmats,dones,..,null
T2/2020,Fontcoberta,casos confirmats,total,,9
T2/2020,Fontcoberta,casos per cada 100 habitants,homes,..,null
T2/2020,Fontcoberta,casos per cada 100 habitants,dones,..,null
T2/2020,Fontcoberta,casos per cada 100 habitants,total,,0.6
T2/2020,Font-rubí,casos confirmats,homes,..,null
T2/2020,Font-rubí,casos confirmats,dones,..,null
T2/2020,Font-rubí,casos confirmats,total,,5
T2/2020,Font-rubí,casos per cada 100 habitants,homes,..,null
T2/2020,Font-rubí,casos per cada 100 habitants,dones,..,null
T2/2020,Font-rubí,casos per cada 100 habitants,total,,0.4
T2/2020,Foradada,casos confirmats,homes,,0
T2/2020,Foradada,casos confirmats,dones,,0
T2/2020,Foradada,casos confirmats,total,,0
T2/2020,Foradada,casos per cada 100 habitants,homes,,0.0
T2/2020,Foradada,casos per cada 100 habitants,dones,,0.0
T2/2020,Foradada,casos per cada 100 habitants,total,,0.0
T2/2020,Forallac,casos confirmats,homes,..,null
T2/2020,Forallac,casos confirmats,dones,..,null
T2/2020,Forallac,casos confirmats,total,..,null
T2/2020,Forallac,casos per cada 100 habitants,homes,..,null
T2/2020,Forallac,casos per cada 100 habitants,dones,..,null
T2/2020,Forallac,casos per cada 100 habitants,total,..,null
T2/2020,Fornells de la Selva,casos confirmats,homes,,9
T2/2020,Fornells de la Selva,casos confirmats,dones,,5
T2/2020,Fornells de la Selva,casos confirmats,total,,14
T2/2020,Fornells de la Selva,casos per cada 100 habitants,homes,,0.7
T2/2020,Fornells de la Selva,casos per cada 100 habitants,dones,,0.4
T2/2020,Fornells de la Selva,casos per cada 100 habitants,total,,0.5
T2/2020,Fortià,casos confirmats,homes,,0
T2/2020,Fortià,casos confirmats,dones,,0
T2/2020,Fortià,casos confirmats,total,,0
T2/2020,Fortià,casos per cada 100 habitants,homes,,0.0
T2/2020,Fortià,casos per cada 100 habitants,dones,,0.0
T2/2020,Fortià,casos per cada 100 habitants,total,,0.0
T2/2020,"Franqueses del Vallès, les",casos confirmats,homes,,16
T2/2020,"Franqueses del Vallès, les",casos confirmats,dones,,40
T2/2020,"Franqueses del Vallès, les",casos confirmats,total,,56
T2/2020,"Franqueses del Vallès, les",casos per cada 100 habitants,homes,,0.2
T2/2020,"Franqueses del Vallès, les",casos per cada 100 habitants,dones,,0.4
T2/2020,"Franqueses del Vallès, les",casos per cada 100 habitants,total,,0.3
T2/2020,Freginals,casos confirmats,homes,,0
T2/2020,Freginals,casos confirmats,dones,,0
T2/2020,Freginals,casos confirmats,total,,0
T2/2020,Freginals,casos per cada 100 habitants,homes,,0.0
T2/2020,Freginals,casos per cada 100 habitants,dones,,0.0
T2/2020,Freginals,casos per cada 100 habitants,total,,0.0
T2/2020,"Fuliola, la",casos confirmats,homes,,5
T2/2020,"Fuliola, la",casos confirmats,dones,,18
T2/2020,"Fuliola, la",casos confirmats,total,,23
T2/2020,"Fuliola, la",casos per cada 100 habitants,homes,,0.8
T2/2020,"Fuliola, la",casos per cada 100 habitants,dones,,2.9
T2/2020,"Fuliola, la",casos per cada 100 habitants,total,,1.8
T2/2020,"Galera, la",casos confirmats,homes,..,null
T2/2020,"Galera, la",casos confirmats,dones,..,null
T2/2020,"Galera, la",casos confirmats,total,..,null
T2/2020,"Galera, la",casos per cada 100 habitants,homes,..,null
T2/2020,"Galera, la",casos per cada 100 habitants,dones,..,null
T2/2020,"Galera, la",casos per cada 100 habitants,total,..,null
T2/2020,Gandesa,casos confirmats,homes,..,null
T2/2020,Gandesa,casos confirmats,dones,..,null
T2/2020,Gandesa,casos confirmats,total,..,null
T2/2020,Gandesa,casos per cada 100 habitants,homes,..,null
T2/2020,Gandesa,casos per cada 100 habitants,dones,..,null
T2/2020,Gandesa,casos per cada 100 habitants,total,..,null
T2/2020,Garcia,casos confirmats,homes,..,null
T2/2020,Garcia,casos confirmats,dones,..,null
T2/2020,Garcia,casos confirmats,total,..,null
T2/2020,Garcia,casos per cada 100 habitants,homes,..,null
T2/2020,Garcia,casos per cada 100 habitants,dones,..,null
T2/2020,Garcia,casos per cada 100 habitants,total,..,null
T2/2020,"Garriga, la",casos confirmats,homes,,42
T2/2020,"Garriga, la",casos confirmats,dones,,71
T2/2020,"Garriga, la",casos confirmats,total,,113
T2/2020,"Garriga, la",casos per cada 100 habitants,homes,,0.5
T2/2020,"Garriga, la",casos per cada 100 habitants,dones,,0.8
T2/2020,"Garriga, la",casos per cada 100 habitants,total,,0.7
T2/2020,Garrigàs,casos confirmats,homes,..,null
T2/2020,Garrigàs,casos confirmats,dones,..,null
T2/2020,Garrigàs,casos confirmats,total,..,null
T2/2020,Garrigàs,casos per cada 100 habitants,homes,..,null
T2/2020,Garrigàs,casos per cada 100 habitants,dones,..,null
T2/2020,Garrigàs,casos per cada 100 habitants,total,..,null
T2/2020,Garriguella,casos confirmats,homes,..,null
T2/2020,Garriguella,casos confirmats,dones,..,null
T2/2020,Garriguella,casos confirmats,total,,7
T2/2020,Garriguella,casos per cada 100 habitants,homes,..,null
T2/2020,Garriguella,casos per cada 100 habitants,dones,..,null
T2/2020,Garriguella,casos per cada 100 habitants,total,,0.8
T2/2020,Gavà,casos confirmats,homes,,84
T2/2020,Gavà,casos confirmats,dones,,186
T2/2020,Gavà,casos confirmats,total,,270
T2/2020,Gavà,casos per cada 100 habitants,homes,,0.4
T2/2020,Gavà,casos per cada 100 habitants,dones,,0.8
T2/2020,Gavà,casos per cada 100 habitants,total,,0.6
T2/2020,Gavet de la Conca,casos confirmats,homes,,0
T2/2020,Gavet de la Conca,casos confirmats,dones,,0
T2/2020,Gavet de la Conca,casos confirmats,total,,0
T2/2020,Gavet de la Conca,casos per cada 100 habitants,homes,,0.0
T2/2020,Gavet de la Conca,casos per cada 100 habitants,dones,,0.0
T2/2020,Gavet de la Conca,casos per cada 100 habitants,total,,0.0
T2/2020,Gelida,casos confirmats,homes,,18
T2/2020,Gelida,casos confirmats,dones,,26
T2/2020,Gelida,casos confirmats,total,,44
T2/2020,Gelida,casos per cada 100 habitants,homes,,0.5
T2/2020,Gelida,casos per cada 100 habitants,dones,,0.7
T2/2020,Gelida,casos per cada 100 habitants,total,,0.6
T2/2020,Ger,casos confirmats,homes,..,null
T2/2020,Ger,casos confirmats,dones,..,null
T2/2020,Ger,casos confirmats,total,..,null
T2/2020,Ger,casos per cada 100 habitants,homes,..,null
T2/2020,Ger,casos per cada 100 habitants,dones,..,null
T2/2020,Ger,casos per cada 100 habitants,total,..,null
T2/2020,Gimenells i el Pla de la Font,casos confirmats,homes,,0
T2/2020,Gimenells i el Pla de la Font,casos confirmats,dones,,4
T2/2020,Gimenells i el Pla de la Font,casos confirmats,total,,4
T2/2020,Gimenells i el Pla de la Font,casos per cada 100 habitants,homes,,0.0
T2/2020,Gimenells i el Pla de la Font,casos per cada 100 habitants,dones,,0.8
T2/2020,Gimenells i el Pla de la Font,casos per cada 100 habitants,total,,0.4
T2/2020,Ginestar,casos confirmats,homes,..,null
T2/2020,Ginestar,casos confirmats,dones,..,null
T2/2020,Ginestar,casos confirmats,total,..,null
T2/2020,Ginestar,casos per cada 100 habitants,homes,..,null
T2/2020,Ginestar,casos per cada 100 habitants,dones,..,null
T2/2020,Ginestar,casos per cada 100 habitants,total,..,null
T2/2020,Girona,casos confirmats,homes,,293
T2/2020,Girona,casos confirmats,dones,,613
T2/2020,Girona,casos confirmats,total,,906
T2/2020,Girona,casos per cada 100 habitants,homes,,0.6
T2/2020,Girona,casos per cada 100 habitants,dones,,1.1
T2/2020,Girona,casos per cada 100 habitants,total,,0.9
T2/2020,Gironella,casos confirmats,homes,,16
T2/2020,Gironella,casos confirmats,dones,,56
T2/2020,Gironella,casos confirmats,total,,72
T2/2020,Gironella,casos per cada 100 habitants,homes,,0.7
T2/2020,Gironella,casos per cada 100 habitants,dones,,2.3
T2/2020,Gironella,casos per cada 100 habitants,total,,1.5
T2/2020,Godall,casos confirmats,homes,,0
T2/2020,Godall,casos confirmats,dones,,0
T2/2020,Godall,casos confirmats,total,,0
T2/2020,Godall,casos per cada 100 habitants,homes,,0.0
T2/2020,Godall,casos per cada 100 habitants,dones,,0.0
T2/2020,Godall,casos per cada 100 habitants,total,,0.0
T2/2020,Golmés,casos confirmats,homes,..,null
T2/2020,Golmés,casos confirmats,dones,..,null
T2/2020,Golmés,casos confirmats,total,..,null
T2/2020,Golmés,casos per cada 100 habitants,homes,..,null
T2/2020,Golmés,casos per cada 100 habitants,dones,..,null
T2/2020,Golmés,casos per cada 100 habitants,total,..,null
T2/2020,Gósol,casos confirmats,homes,,0
T2/2020,Gósol,casos confirmats,dones,,0
T2/2020,Gósol,casos confirmats,total,,0
T2/2020,Gósol,casos per cada 100 habitants,homes,,0.0
T2/2020,Gósol,casos per cada 100 habitants,dones,,0.0
T2/2020,Gósol,casos per cada 100 habitants,total,,0.0
T2/2020,"Granada, la",casos confirmats,homes,,6
T2/2020,"Granada, la",casos confirmats,dones,,6
T2/2020,"Granada, la",casos confirmats,total,,12
T2/2020,"Granada, la",casos per cada 100 habitants,homes,,0.5
T2/2020,"Granada, la",casos per cada 100 habitants,dones,,0.5
T2/2020,"Granada, la",casos per cada 100 habitants,total,,0.5
T2/2020,"Granadella, la",casos confirmats,homes,..,null
T2/2020,"Granadella, la",casos confirmats,dones,..,null
T2/2020,"Granadella, la",casos confirmats,total,..,null
T2/2020,"Granadella, la",casos per cada 100 habitants,homes,..,null
T2/2020,"Granadella, la",casos per cada 100 habitants,dones,..,null
T2/2020,"Granadella, la",casos per cada 100 habitants,total,..,null
T2/2020,"Granja d'Escarp, la",casos confirmats,homes,..,null
T2/2020,"Granja d'Escarp, la",casos confirmats,dones,..,null
T2/2020,"Granja d'Escarp, la",casos confirmats,total,..,null
T2/2020,"Granja d'Escarp, la",casos per cada 100 habitants,homes,..,null
T2/2020,"Granja d'Escarp, la",casos per cada 100 habitants,dones,..,null
T2/2020,"Granja d'Escarp, la",casos per cada 100 habitants,total,..,null
T2/2020,Granollers,casos confirmats,homes,,92
T2/2020,Granollers,casos confirmats,dones,,115
T2/2020,Granollers,casos confirmats,total,,207
T2/2020,Granollers,casos per cada 100 habitants,homes,,0.3
T2/2020,Granollers,casos per cada 100 habitants,dones,,0.4
T2/2020,Granollers,casos per cada 100 habitants,total,,0.3
T2/2020,Gratallops,casos confirmats,homes,,0
T2/2020,Gratallops,casos confirmats,dones,,0
T2/2020,Gratallops,casos confirmats,total,,0
T2/2020,Gratallops,casos per cada 100 habitants,homes,,0.0
T2/2020,Gratallops,casos per cada 100 habitants,dones,,0.0
T2/2020,Gratallops,casos per cada 100 habitants,total,,0.0
T2/2020,Gualba,casos confirmats,homes,..,null
T2/2020,Gualba,casos confirmats,dones,..,null
T2/2020,Gualba,casos confirmats,total,,5
T2/2020,Gualba,casos per cada 100 habitants,homes,..,null
T2/2020,Gualba,casos per cada 100 habitants,dones,..,null
T2/2020,Gualba,casos per cada 100 habitants,total,,0.3
T2/2020,Gualta,casos confirmats,homes,,0
T2/2020,Gualta,casos confirmats,dones,,0
T2/2020,Gualta,casos confirmats,total,,0
T2/2020,Gualta,casos per cada 100 habitants,homes,,0.0
T2/2020,Gualta,casos per cada 100 habitants,dones,,0.0
T2/2020,Gualta,casos per cada 100 habitants,total,,0.0
T2/2020,Guardiola de Berguedà,casos confirmats,homes,..,null
T2/2020,Guardiola de Berguedà,casos confirmats,dones,..,null
T2/2020,Guardiola de Berguedà,casos confirmats,total,,6
T2/2020,Guardiola de Berguedà,casos per cada 100 habitants,homes,..,null
T2/2020,Guardiola de Berguedà,casos per cada 100 habitants,dones,..,null
T2/2020,Guardiola de Berguedà,casos per cada 100 habitants,total,,0.6
T2/2020,"Guiamets, els",casos confirmats,homes,,0
T2/2020,"Guiamets, els",casos confirmats,dones,,0
T2/2020,"Guiamets, els",casos confirmats,total,,0
T2/2020,"Guiamets, els",casos per cada 100 habitants,homes,,0.0
T2/2020,"Guiamets, els",casos per cada 100 habitants,dones,,0.0
T2/2020,"Guiamets, els",casos per cada 100 habitants,total,,0.0
T2/2020,Guils de Cerdanya,casos confirmats,homes,..,null
T2/2020,Guils de Cerdanya,casos confirmats,dones,..,null
T2/2020,Guils de Cerdanya,casos confirmats,total,..,null
T2/2020,Guils de Cerdanya,casos per cada 100 habitants,homes,..,null
T2/2020,Guils de Cerdanya,casos per cada 100 habitants,dones,..,null
T2/2020,Guils de Cerdanya,casos per cada 100 habitants,total,..,null
T2/2020,Guimerà,casos confirmats,homes,..,null
T2/2020,Guimerà,casos confirmats,dones,..,null
T2/2020,Guimerà,casos confirmats,total,..,null
T2/2020,Guimerà,casos per cada 100 habitants,homes,..,null
T2/2020,Guimerà,casos per cada 100 habitants,dones,..,null
T2/2020,Guimerà,casos per cada 100 habitants,total,..,null
T2/2020,"Guingueta d'Àneu, la",casos confirmats,homes,..,null
T2/2020,"Guingueta d'Àneu, la",casos confirmats,dones,..,null
T2/2020,"Guingueta d'Àneu, la",casos confirmats,total,..,null
T2/2020,"Guingueta d'Àneu, la",casos per cada 100 habitants,homes,..,null
T2/2020,"Guingueta d'Àneu, la",casos per cada 100 habitants,dones,..,null
T2/2020,"Guingueta d'Àneu, la",casos per cada 100 habitants,total,..,null
T2/2020,Guissona,casos confirmats,homes,,107
T2/2020,Guissona,casos confirmats,dones,,105
T2/2020,Guissona,casos confirmats,total,,212
T2/2020,Guissona,casos per cada 100 habitants,homes,,2.7
T2/2020,Guissona,casos per cada 100 habitants,dones,,3.1
T2/2020,Guissona,casos per cada 100 habitants,total,,2.9
T2/2020,Gurb,casos confirmats,homes,..,null
T2/2020,Gurb,casos confirmats,dones,..,null
T2/2020,Gurb,casos confirmats,total,,11
T2/2020,Gurb,casos per cada 100 habitants,homes,..,null
T2/2020,Gurb,casos per cada 100 habitants,dones,..,null
T2/2020,Gurb,casos per cada 100 habitants,total,,0.4
T2/2020,Horta de Sant Joan,casos confirmats,homes,..,null
T2/2020,Horta de Sant Joan,casos confirmats,dones,..,null
T2/2020,Horta de Sant Joan,casos confirmats,total,..,null
T2/2020,Horta de Sant Joan,casos per cada 100 habitants,homes,..,null
T2/2020,Horta de Sant Joan,casos per cada 100 habitants,dones,..,null
T2/2020,Horta de Sant Joan,casos per cada 100 habitants,total,..,null
T2/2020,"Hospitalet de Llobregat, l'",casos confirmats,homes,,657
T2/2020,"Hospitalet de Llobregat, l'",casos confirmats,dones,,1250
T2/2020,"Hospitalet de Llobregat, l'",casos confirmats,total,,1907
T2/2020,"Hospitalet de Llobregat, l'",casos per cada 100 habitants,homes,,0.5
T2/2020,"Hospitalet de Llobregat, l'",casos per cada 100 habitants,dones,,0.9
T2/2020,"Hospitalet de Llobregat, l'",casos per cada 100 habitants,total,,0.7
T2/2020,"Hostalets de Pierola, els",casos confirmats,homes,..,null
T2/2020,"Hostalets de Pierola, els",casos confirmats,dones,..,null
T2/2020,"Hostalets de Pierola, els",casos confirmats,total,,10
T2/2020,"Hostalets de Pierola, els",casos per cada 100 habitants,homes,..,null
T2/2020,"Hostalets de Pierola, els",casos per cada 100 habitants,dones,..,null
T2/2020,"Hostalets de Pierola, els",casos per cada 100 habitants,total,,0.3
T2/2020,Hostalric,casos confirmats,homes,,8
T2/2020,Hostalric,casos confirmats,dones,,12
T2/2020,Hostalric,casos confirmats,total,,20
T2/2020,Hostalric,casos per cada 100 habitants,homes,,0.4
T2/2020,Hostalric,casos per cada 100 habitants,dones,,0.6
T2/2020,Hostalric,casos per cada 100 habitants,total,,0.5
T2/2020,Igualada,casos confirmats,homes,,153
T2/2020,Igualada,casos confirmats,dones,,308
T2/2020,Igualada,casos confirmats,total,,461
T2/2020,Igualada,casos per cada 100 habitants,homes,,0.8
T2/2020,Igualada,casos per cada 100 habitants,dones,,1.5
T2/2020,Igualada,casos per cada 100 habitants,total,,1.1
T2/2020,Isona i Conca Dellà,casos confirmats,homes,,0
T2/2020,Isona i Conca Dellà,casos confirmats,dones,,0
T2/2020,Isona i Conca Dellà,casos confirmats,total,,0
T2/2020,Isona i Conca Dellà,casos per cada 100 habitants,homes,,0.0
T2/2020,Isona i Conca Dellà,casos per cada 100 habitants,dones,,0.0
T2/2020,Isona i Conca Dellà,casos per cada 100 habitants,total,,0.0
T2/2020,Isòvol,casos confirmats,homes,..,null
T2/2020,Isòvol,casos confirmats,dones,..,null
T2/2020,Isòvol,casos confirmats,total,..,null
T2/2020,Isòvol,casos per cada 100 habitants,homes,..,null
T2/2020,Isòvol,casos per cada 100 habitants,dones,..,null
T2/2020,Isòvol,casos per cada 100 habitants,total,..,null
T2/2020,Ivars d'Urgell,casos confirmats,homes,..,null
T2/2020,Ivars d'Urgell,casos confirmats,dones,..,null
T2/2020,Ivars d'Urgell,casos confirmats,total,,4
T2/2020,Ivars d'Urgell,casos per cada 100 habitants,homes,..,null
T2/2020,Ivars d'Urgell,casos per cada 100 habitants,dones,..,null
T2/2020,Ivars d'Urgell,casos per cada 100 habitants,total,,0.3
T2/2020,Ivars de Noguera,casos confirmats,homes,..,null
T2/2020,Ivars de Noguera,casos confirmats,dones,..,null
T2/2020,Ivars de Noguera,casos confirmats,total,..,null
T2/2020,Ivars de Noguera,casos per cada 100 habitants,homes,..,null
T2/2020,Ivars de Noguera,casos per cada 100 habitants,dones,..,null
T2/2020,Ivars de Noguera,casos per cada 100 habitants,total,..,null
T2/2020,Jafre,casos confirmats,homes,..,null
T2/2020,Jafre,casos confirmats,dones,..,null
T2/2020,Jafre,casos confirmats,total,..,null
T2/2020,Jafre,casos per cada 100 habitants,homes,..,null
T2/2020,Jafre,casos per cada 100 habitants,dones,..,null
T2/2020,Jafre,casos per cada 100 habitants,total,..,null
T2/2020,"Jonquera, la",casos confirmats,homes,..,null
T2/2020,"Jonquera, la",casos confirmats,dones,..,null
T2/2020,"Jonquera, la",casos confirmats,total,,6
T2/2020,"Jonquera, la",casos per cada 100 habitants,homes,..,null
T2/2020,"Jonquera, la",casos per cada 100 habitants,dones,..,null
T2/2020,"Jonquera, la",casos per cada 100 habitants,total,,0.2
T2/2020,Jorba,casos confirmats,homes,..,null
T2/2020,Jorba,casos confirmats,dones,..,null
T2/2020,Jorba,casos confirmats,total,,8
T2/2020,Jorba,casos per cada 100 habitants,homes,..,null
T2/2020,Jorba,casos per cada 100 habitants,dones,..,null
T2/2020,Jorba,casos per cada 100 habitants,total,,1.0
T2/2020,Juià,casos confirmats,homes,,0
T2/2020,Juià,casos confirmats,dones,,0
T2/2020,Juià,casos confirmats,total,,0
T2/2020,Juià,casos per cada 100 habitants,homes,,0.0
T2/2020,Juià,casos per cada 100 habitants,dones,,0.0
T2/2020,Juià,casos per cada 100 habitants,total,,0.0
T2/2020,Juncosa,casos confirmats,homes,,0
T2/2020,Juncosa,casos confirmats,dones,,0
T2/2020,Juncosa,casos confirmats,total,,0
T2/2020,Juncosa,casos per cada 100 habitants,homes,,0.0
T2/2020,Juncosa,casos per cada 100 habitants,dones,,0.0
T2/2020,Juncosa,casos per cada 100 habitants,total,,0.0
T2/2020,Juneda,casos confirmats,homes,,14
T2/2020,Juneda,casos confirmats,dones,,6
T2/2020,Juneda,casos confirmats,total,,20
T2/2020,Juneda,casos per cada 100 habitants,homes,,0.7
T2/2020,Juneda,casos per cada 100 habitants,dones,,0.4
T2/2020,Juneda,casos per cada 100 habitants,total,,0.6
T2/2020,Les,casos confirmats,homes,..,null
T2/2020,Les,casos confirmats,dones,..,null
T2/2020,Les,casos confirmats,total,,8
T2/2020,Les,casos per cada 100 habitants,homes,..,null
T2/2020,Les,casos per cada 100 habitants,dones,..,null
T2/2020,Les,casos per cada 100 habitants,total,,0.8
T2/2020,Linyola,casos confirmats,homes,,5
T2/2020,Linyola,casos confirmats,dones,,10
T2/2020,Linyola,casos confirmats,total,,15
T2/2020,Linyola,casos per cada 100 habitants,homes,,0.4
T2/2020,Linyola,casos per cada 100 habitants,dones,,0.7
T2/2020,Linyola,casos per cada 100 habitants,total,,0.6
T2/2020,"Llacuna, la",casos confirmats,homes,,4
T2/2020,"Llacuna, la",casos confirmats,dones,,4
T2/2020,"Llacuna, la",casos confirmats,total,,8
T2/2020,"Llacuna, la",casos per cada 100 habitants,homes,,0.8
T2/2020,"Llacuna, la",casos per cada 100 habitants,dones,,1.0
T2/2020,"Llacuna, la",casos per cada 100 habitants,total,,0.9
T2/2020,Lladó,casos confirmats,homes,..,null
T2/2020,Lladó,casos confirmats,dones,..,null
T2/2020,Lladó,casos confirmats,total,,4
T2/2020,Lladó,casos per cada 100 habitants,homes,..,null
T2/2020,Lladó,casos per cada 100 habitants,dones,..,null
T2/2020,Lladó,casos per cada 100 habitants,total,,0.5
T2/2020,Lladorre,casos confirmats,homes,,0
T2/2020,Lladorre,casos confirmats,dones,,0
T2/2020,Lladorre,casos confirmats,total,,0
T2/2020,Lladorre,casos per cada 100 habitants,homes,,0.0
T2/2020,Lladorre,casos per cada 100 habitants,dones,,0.0
T2/2020,Lladorre,casos per cada 100 habitants,total,,0.0
T2/2020,"Llagosta, la",casos confirmats,homes,,14
T2/2020,"Llagosta, la",casos confirmats,dones,,25
T2/2020,"Llagosta, la",casos confirmats,total,,39
T2/2020,"Llagosta, la",casos per cada 100 habitants,homes,,0.2
T2/2020,"Llagosta, la",casos per cada 100 habitants,dones,,0.4
T2/2020,"Llagosta, la",casos per cada 100 habitants,total,,0.3
T2/2020,Llagostera,casos confirmats,homes,,10
T2/2020,Llagostera,casos confirmats,dones,,25
T2/2020,Llagostera,casos confirmats,total,,35
T2/2020,Llagostera,casos per cada 100 habitants,homes,,0.2
T2/2020,Llagostera,casos per cada 100 habitants,dones,,0.6
T2/2020,Llagostera,casos per cada 100 habitants,total,,0.4
T2/2020,Llambilles,casos confirmats,homes,..,null
T2/2020,Llambilles,casos confirmats,dones,..,null
T2/2020,Llambilles,casos confirmats,total,,5
T2/2020,Llambilles,casos per cada 100 habitants,homes,..,null
T2/2020,Llambilles,casos per cada 100 habitants,dones,..,null
T2/2020,Llambilles,casos per cada 100 habitants,total,,0.7
T2/2020,Llanars,casos confirmats,homes,..,null
T2/2020,Llanars,casos confirmats,dones,..,null
T2/2020,Llanars,casos confirmats,total,..,null
T2/2020,Llanars,casos per cada 100 habitants,homes,..,null
T2/2020,Llanars,casos per cada 100 habitants,dones,..,null
T2/2020,Llanars,casos per cada 100 habitants,total,..,null
T2/2020,Llançà,casos confirmats,homes,..,null
T2/2020,Llançà,casos confirmats,dones,..,null
T2/2020,Llançà,casos confirmats,total,,8
T2/2020,Llançà,casos per cada 100 habitants,homes,..,null
T2/2020,Llançà,casos per cada 100 habitants,dones,..,null
T2/2020,Llançà,casos per cada 100 habitants,total,,0.2
T2/2020,Llardecans,casos confirmats,homes,..,null
T2/2020,Llardecans,casos confirmats,dones,..,null
T2/2020,Llardecans,casos confirmats,total,..,null
T2/2020,Llardecans,casos per cada 100 habitants,homes,..,null
T2/2020,Llardecans,casos per cada 100 habitants,dones,..,null
T2/2020,Llardecans,casos per cada 100 habitants,total,..,null
T2/2020,Llavorsí,casos confirmats,homes,..,null
T2/2020,Llavorsí,casos confirmats,dones,..,null
T2/2020,Llavorsí,casos confirmats,total,..,null
T2/2020,Llavorsí,casos per cada 100 habitants,homes,..,null
T2/2020,Llavorsí,casos per cada 100 habitants,dones,..,null
